machine_id,reading_ts,temperature_c,vibration_mm_s,pressure_bar,runtime_hours,power_kw,operating_mode,error_code
MCH_B03,2026-04-26 06:00:00,126.79,3.803,18.56,1630,330.67,RUNNING,
MCH_B03,2026-04-26 07:00:00,124.33,3.485,17.83,1631,311.43,RUNNING,
MCH_B03,2026-04-26 08:00:00,122.55,3.857,17.92,1632,316.16,IDLE,
MCH_B03,2026-04-26 09:00:00,119.57,3.772,17.86,1633,320.25,RUNNING,
MCH_B03,2026-04-26 10:00:00,125.34,4.565,17.73,1634,309.93,RUNNING,
MCH_B03,2026-04-26 11:00:00,129.96,4.961,18.42,1635,329.77,STARTUP,
MCH_B03,2026-04-26 12:00:00,126.23,4.882,16.98,1636,301.35,IDLE,
MCH_B03,2026-04-26 13:00:00,124.45,3.919,17.43,1637,315.27,RUNNING,
MCH_B03,2026-04-26 14:00:00,126.93,3.577,17.67,1638,317.19,RUNNING,E517
MCH_B03,2026-04-26 15:00:00,129.34,4.63,18.18,1639,332.73,RUNNING,
MCH_B03,2026-04-26 16:00:00,130.83,4.349,18.42,1640,310.83,RUNNING,
MCH_B03,2026-04-26 17:00:00,130.04,3.832,17.98,1641,295.69,IDLE,E537
MCH_B03,2026-04-26 18:00:00,130.86,4.701,18.04,1642,299.81,RUNNING,
MCH_B03,2026-04-26 19:00:00,124.88,4.293,17.96,1643,325.28,RUNNING,
MCH_B03,2026-04-26 20:00:00,131.36,4.848,18.37,1644,339.41,RUNNING,
MCH_B03,2026-04-26 21:00:00,130.8,4.77,18.23,1645,326.85,STARTUP,
MCH_B03,2026-04-26 22:00:00,125.28,3.765,18.48,1646,322.57,RUNNING,
MCH_B03,2026-04-26 23:00:00,126.5,3.5,18.23,1647,312.16,STARTUP,
MCH_B03,2026-04-27 00:00:00,134.79,3.242,17.77,1648,332.07,RUNNING,
MCH_B03,2026-04-27 01:00:00,124.29,11.422,17.46,1649,315.42,IDLE,
MCH_B03,2026-04-27 02:00:00,128.98,3.221,17.41,1650,317.82,IDLE,
MCH_B03,2026-04-27 03:00:00,128.88,4.571,18.06,1651,312.99,STARTUP,
MCH_B03,2026-04-27 04:00:00,127.61,4.578,18.05,1652,318.41,RUNNING,E577
MCH_B03,2026-04-27 05:00:00,128.56,4.744,18.18,1653,323.4,RUNNING,
MCH_B03,2026-04-27 06:00:00,134.46,12.581,18.86,1654,328.85,RUNNING,
MCH_B03,2026-04-27 07:00:00,130.18,4.294,18.31,1655,322.29,RUNNING,
MCH_B03,2026-04-27 08:00:00,127.01,3.928,17.98,1656,327.22,RUNNING,
MCH_B03,2026-04-27 09:00:00,127.86,4.223,18.14,1657,325.74,STARTUP,
MCH_B03,2026-04-27 10:00:00,126.82,4.629,17.7,1658,316.65,IDLE,
MCH_B03,2026-04-27 11:00:00,129.88,5.412,17.94,1659,310.2,IDLE,E569
MCH_B03,2026-04-27 12:00:00,128.02,4.022,17.64,1660,321.68,RUNNING,
MCH_B03,2026-04-27 13:00:00,130.27,15.129,18.0,1661,324.27,RUNNING,
MCH_B03,2026-04-27 14:00:00,127.84,5.041,18.14,1662,323.68,IDLE,
MCH_B03,2026-04-27 15:00:00,121.95,4.545,18.65,1663,304.57,RUNNING,
MCH_B03,2026-04-27 16:00:00,127.35,10.483,18.22,1664,343.52,MAINTENANCE,E570
MCH_B03,2026-04-27 17:00:00,123.86,4.896,18.01,1665,306.08,RUNNING,
MCH_B03,2026-04-27 18:00:00,127.18,4.476,17.88,1666,337.79,RUNNING,
MCH_B03,2026-04-27 19:00:00,130.81,13.97,17.7,1667,327.25,RUNNING,
MCH_B03,2026-04-27 20:00:00,135.98,4.658,18.03,1668,305.52,RUNNING,
MCH_B03,2026-04-27 21:00:00,130.46,4.288,18.93,1669,316.87,RUNNING,
MCH_B03,2026-04-27 22:00:00,130.17,4.944,18.16,1670,311.31,RUNNING,
MCH_B03,2026-04-27 23:00:00,126.78,4.088,17.81,1671,308.71,RUNNING,
MCH_B03,2026-04-28 00:00:00,136.79,4.241,18.43,1672,309.45,RUNNING,
MCH_B03,2026-04-28 01:00:00,127.92,9.192,17.99,1673,332.3,RUNNING,
MCH_B03,2026-04-28 02:00:00,132.34,4.228,18.62,1674,315.92,IDLE,
MCH_B03,2026-04-28 03:00:00,130.88,4.928,17.83,1675,318.25,RUNNING,
MCH_B03,2026-04-28 04:00:00,133.91,5.332,17.55,1676,326.85,RUNNING,
MCH_B03,2026-04-28 05:00:00,129.68,4.591,18.11,1677,318.39,RUNNING,
MCH_B03,2026-04-28 06:00:00,129.23,4.493,18.24,1678,325.52,RUNNING,
MCH_B03,2026-04-28 07:00:00,131.8,4.709,18.14,1679,311.65,RUNNING,
MCH_B03,2026-04-28 08:00:00,127.47,4.821,18.03,1680,312.79,RUNNING,E566
MCH_B03,2026-04-28 09:00:00,137.2,4.299,17.75,1681,322.61,RUNNING,
MCH_B03,2026-04-28 10:00:00,130.91,4.719,17.74,1682,308.57,RUNNING,
MCH_B03,2026-04-28 11:00:00,126.71,4.554,17.89,1683,311.6,RUNNING,
MCH_B03,2026-04-28 12:00:00,125.32,5.267,18.29,1684,335.44,RUNNING,
MCH_B03,2026-04-28 13:00:00,133.16,4.385,18.33,1685,315.53,RUNNING,E549
MCH_B03,2026-04-28 14:00:00,128.53,4.021,17.96,1686,312.04,IDLE,
MCH_B03,2026-04-28 15:00:00,134.48,11.583,18.29,1687,332.74,RUNNING,
MCH_B03,2026-04-28 16:00:00,133.04,4.354,18.08,1688,326.05,RUNNING,
MCH_B03,2026-04-28 17:00:00,126.6,3.435,17.74,1689,314.95,STARTUP,
MCH_B03,2026-04-28 18:00:00,129.61,4.982,18.56,1690,305.19,RUNNING,E538
MCH_B03,2026-04-28 19:00:00,127.84,4.855,17.39,1691,321.98,RUNNING,
MCH_B03,2026-04-28 20:00:00,130.81,11.506,18.34,1692,320.56,IDLE,
MCH_B03,2026-04-28 21:00:00,133.2,4.916,18.02,1693,321.91,RUNNING,
MCH_B03,2026-04-28 22:00:00,133.04,4.85,18.07,1694,331.63,RUNNING,
MCH_B03,2026-04-28 23:00:00,123.41,5.153,17.78,1695,322.62,RUNNING,
MCH_B03,2026-04-29 00:00:00,135.08,11.599,17.82,1696,334.51,RUNNING,
MCH_B03,2026-04-29 01:00:00,132.68,5.4,17.89,1697,312.11,RUNNING,
MCH_B03,2026-04-29 02:00:00,128.97,4.619,17.38,1698,316.25,RUNNING,
MCH_B03,2026-04-29 03:00:00,134.29,5.268,17.64,1699,314.39,RUNNING,
MCH_B03,2026-04-29 04:00:00,132.97,5.28,18.44,1700,309.22,RUNNING,
MCH_B03,2026-04-29 05:00:00,126.72,5.406,17.91,1701,309.04,RUNNING,
MCH_B03,2026-04-29 06:00:00,129.49,4.59,18.31,1702,313.54,RUNNING,
MCH_B03,2026-04-29 07:00:00,122.71,4.365,17.68,1703,328.63,RUNNING,
MCH_B03,2026-04-29 08:00:00,131.34,5.024,17.67,1704,319.33,RUNNING,
MCH_B03,2026-04-29 09:00:00,129.64,5.335,18.11,1705,326.33,RUNNING,E574
MCH_B03,2026-04-29 10:00:00,126.95,4.206,18.15,1706,318.06,RUNNING,
MCH_B03,2026-04-29 11:00:00,129.97,4.564,17.98,1707,303.59,RUNNING,
MCH_B03,2026-04-29 12:00:00,135.29,4.283,17.73,1708,318.0,RUNNING,
MCH_B03,2026-04-29 13:00:00,138.45,4.607,18.0,1709,318.52,IDLE,
MCH_B03,2026-04-29 14:00:00,132.4,5.719,18.07,1710,326.78,STARTUP,
MCH_B03,2026-04-29 15:00:00,124.67,5.145,17.91,1711,325.71,RUNNING,
MCH_B03,2026-04-29 16:00:00,127.89,5.405,18.6,1712,336.6,RUNNING,
MCH_B03,2026-04-29 17:00:00,132.3,5.468,18.01,1713,303.72,IDLE,
MCH_B03,2026-04-29 18:00:00,133.84,5.01,19.14,1714,315.61,STARTUP,
MCH_B03,2026-04-29 19:00:00,139.26,3.924,18.1,1715,329.16,IDLE,
MCH_B03,2026-04-29 20:00:00,137.35,4.801,17.93,1716,325.54,IDLE,
MCH_B03,2026-04-29 21:00:00,134.48,5.033,18.3,1717,314.99,RUNNING,
MCH_B03,2026-04-29 22:00:00,136.42,5.199,18.34,1718,336.78,RUNNING,
MCH_B03,2026-04-29 23:00:00,126.2,12.806,17.4,1719,333.34,RUNNING,
MCH_B03,2026-04-30 00:00:00,136.09,4.059,17.48,1720,310.33,RUNNING,E528
MCH_B03,2026-04-30 01:00:00,129.58,5.315,17.56,1721,320.17,STARTUP,
MCH_B03,2026-04-30 02:00:00,135.67,4.982,17.7,1722,327.77,RUNNING,
MCH_B03,2026-04-30 03:00:00,129.15,4.752,18.12,1723,312.46,RUNNING,
MCH_B03,2026-04-30 04:00:00,129.33,4.083,18.54,1724,321.26,RUNNING,
MCH_B03,2026-04-30 05:00:00,140.32,5.773,18.24,1725,337.17,RUNNING,
MCH_B03,2026-04-30 06:00:00,127.26,5.254,18.08,1726,320.88,RUNNING,
MCH_B03,2026-04-30 07:00:00,128.82,5.756,18.09,1727,315.19,RUNNING,
MCH_B03,2026-04-30 08:00:00,128.42,5.306,18.01,1728,327.41,RUNNING,E580
MCH_B03,2026-04-30 09:00:00,130.68,4.946,17.62,1729,312.36,RUNNING,E522
MCH_B03,2026-04-30 10:00:00,133.09,5.66,18.42,1730,327.02,RUNNING,
MCH_B03,2026-04-30 11:00:00,137.75,5.11,18.09,1731,316.96,RUNNING,
MCH_B03,2026-04-30 12:00:00,130.11,4.867,17.25,1732,313.63,RUNNING,E558
MCH_B03,2026-04-30 13:00:00,134.83,13.146,17.85,1733,320.3,RUNNING,E534
MCH_B03,2026-04-30 14:00:00,142.02,5.593,18.56,1734,330.4,RUNNING,E575
MCH_B03,2026-04-30 15:00:00,130.36,5.681,18.09,1735,326.07,IDLE,
MCH_B03,2026-04-30 16:00:00,135.58,5.393,18.52,1736,321.32,RUNNING,
MCH_B03,2026-04-30 17:00:00,135.15,4.463,17.91,1737,322.63,RUNNING,
MCH_B03,2026-04-30 18:00:00,139.2,5.088,18.21,1738,299.03,STARTUP,
MCH_B03,2026-04-30 19:00:00,139.08,5.053,17.58,1739,296.88,RUNNING,
MCH_B03,2026-04-30 20:00:00,129.76,6.039,17.68,1740,320.97,STARTUP,
MCH_B03,2026-04-30 21:00:00,132.81,4.567,17.98,1741,318.49,RUNNING,
MCH_B03,2026-04-30 22:00:00,132.59,4.326,17.91,1742,317.69,RUNNING,
MCH_B03,2026-04-30 23:00:00,131.3,4.885,17.83,1743,291.64,RUNNING,
MCH_B03,2026-05-01 00:00:00,129.01,4.517,17.02,1744,316.54,RUNNING,
MCH_B03,2026-05-01 01:00:00,131.76,5.471,18.76,1745,327.15,RUNNING,
MCH_B03,2026-05-01 02:00:00,136.68,4.76,18.21,1746,332.37,RUNNING,E534
MCH_B03,2026-05-01 03:00:00,142.78,5.143,18.16,1747,324.21,IDLE,
MCH_B03,2026-05-01 04:00:00,139.07,5.589,17.78,1748,334.22,RUNNING,
MCH_B03,2026-05-01 05:00:00,124.15,13.002,18.22,1749,338.24,RUNNING,
MCH_B03,2026-05-01 06:00:00,132.81,8.825,17.98,1750,321.15,RUNNING,
MCH_B03,2026-05-01 07:00:00,134.05,4.106,17.83,1751,316.89,RUNNING,
MCH_B03,2026-05-01 08:00:00,129.74,5.722,18.18,1752,322.27,MAINTENANCE,
MCH_B03,2026-05-01 09:00:00,137.83,4.629,17.74,1753,326.94,RUNNING,
MCH_B03,2026-05-01 10:00:00,127.99,5.302,17.69,1754,314.81,RUNNING,
MCH_B03,2026-05-01 11:00:00,137.3,5.985,18.6,1755,315.61,RUNNING,
MCH_B03,2026-05-01 12:00:00,131.88,4.585,18.53,1756,313.02,RUNNING,
MCH_B03,2026-05-01 13:00:00,133.59,5.162,17.9,1757,315.31,STARTUP,
MCH_B03,2026-05-01 14:00:00,126.01,4.548,18.03,1758,318.73,RUNNING,
MCH_B03,2026-05-01 15:00:00,126.58,4.738,17.77,1759,319.28,RUNNING,
MCH_B03,2026-05-01 16:00:00,129.06,5.297,18.36,1760,311.67,RUNNING,
MCH_B03,2026-05-01 17:00:00,138.08,5.721,18.19,1761,303.17,RUNNING,
MCH_B03,2026-05-01 18:00:00,129.89,6.692,18.01,1762,319.51,RUNNING,
MCH_B03,2026-05-01 19:00:00,133.14,5.838,18.1,1763,325.52,RUNNING,
MCH_B03,2026-05-01 20:00:00,127.21,5.61,18.05,1764,323.08,RUNNING,
MCH_B03,2026-05-01 21:00:00,137.23,12.569,18.15,1765,317.6,RUNNING,E513
MCH_B03,2026-05-01 22:00:00,135.36,4.605,18.07,1766,322.75,RUNNING,
MCH_B03,2026-05-01 23:00:00,135.19,5.567,18.62,1767,311.74,RUNNING,
MCH_B03,2026-05-02 00:00:00,137.81,4.925,18.15,1768,348.66,RUNNING,
MCH_B03,2026-05-02 01:00:00,124.59,5.807,18.12,1769,317.87,RUNNING,
MCH_B03,2026-05-02 02:00:00,136.11,5.477,17.96,1770,328.46,RUNNING,
MCH_B03,2026-05-02 03:00:00,137.98,15.662,18.06,1771,330.68,RUNNING,
MCH_B03,2026-05-02 04:00:00,135.86,4.975,17.54,1772,324.5,RUNNING,
MCH_B03,2026-05-02 05:00:00,143.49,4.953,17.48,1773,322.1,RUNNING,
MCH_B03,2026-05-02 06:00:00,137.71,12.282,17.36,1774,311.74,IDLE,
MCH_B03,2026-05-02 07:00:00,134.77,5.971,17.97,1775,339.02,RUNNING,
MCH_B03,2026-05-02 08:00:00,128.76,5.435,17.47,1776,328.68,RUNNING,
MCH_B03,2026-05-02 09:00:00,137.13,5.464,17.75,1777,319.48,RUNNING,
MCH_B03,2026-05-02 10:00:00,139.44,4.545,18.03,1778,316.6,STARTUP,
MCH_B03,2026-05-02 11:00:00,137.42,4.873,18.4,1779,319.17,IDLE,
MCH_B03,2026-05-02 12:00:00,131.09,5.426,18.3,1780,326.7,STARTUP,
MCH_B03,2026-05-02 13:00:00,137.4,4.797,18.52,1781,332.07,RUNNING,
MCH_B03,2026-05-02 14:00:00,133.61,5.064,18.24,1782,322.29,RUNNING,
MCH_B03,2026-05-02 15:00:00,128.06,4.981,18.27,1783,314.8,RUNNING,
MCH_B03,2026-05-02 16:00:00,135.75,5.254,17.88,1784,311.25,RUNNING,
MCH_B03,2026-05-02 17:00:00,129.05,6.699,18.86,1785,317.05,RUNNING,
MCH_B03,2026-05-02 18:00:00,130.91,5.942,17.96,1786,323.1,RUNNING,E532
MCH_B03,2026-05-02 19:00:00,132.92,5.443,17.7,1787,328.41,RUNNING,
MCH_B03,2026-05-02 20:00:00,127.3,4.844,17.01,1788,320.46,IDLE,
MCH_B03,2026-05-02 21:00:00,131.47,5.327,17.57,1789,326.95,STARTUP,E548
MCH_B03,2026-05-02 22:00:00,137.53,5.665,18.17,1790,317.35,RUNNING,
MCH_B03,2026-05-02 23:00:00,132.42,5.257,17.72,1791,322.75,RUNNING,
MCH_B03,2026-05-03 00:00:00,134.14,13.874,18.11,1792,313.3,RUNNING,
MCH_B03,2026-05-03 01:00:00,133.57,5.662,17.95,1793,312.91,RUNNING,
MCH_B03,2026-05-03 02:00:00,141.28,5.35,17.61,1794,330.39,RUNNING,
MCH_B03,2026-05-03 03:00:00,134.83,11.35,17.88,1795,323.59,RUNNING,
MCH_B03,2026-05-03 04:00:00,129.01,6.14,17.97,1796,318.52,STARTUP,
MCH_B03,2026-05-03 05:00:00,134.18,4.982,18.19,1797,322.82,IDLE,
MCH_B03,2026-05-03 06:00:00,136.75,5.003,17.85,1798,324.23,IDLE,
MCH_B03,2026-05-03 07:00:00,131.67,5.108,17.51,1799,323.72,RUNNING,
MCH_B03,2026-05-03 08:00:00,141.66,4.755,17.78,1800,323.61,RUNNING,E542
MCH_B03,2026-05-03 09:00:00,137.52,6.972,18.22,1801,310.88,IDLE,
MCH_B03,2026-05-03 10:00:00,135.95,5.617,18.11,1802,339.62,RUNNING,
MCH_B03,2026-05-03 11:00:00,133.25,5.417,17.59,1803,328.91,IDLE,
MCH_B03,2026-05-03 12:00:00,135.87,5.761,18.03,1804,331.9,RUNNING,
MCH_B03,2026-05-03 13:00:00,142.37,5.472,18.15,1805,317.29,RUNNING,
MCH_B03,2026-05-03 14:00:00,135.21,4.487,18.24,1806,309.85,RUNNING,E544
MCH_B03,2026-05-03 15:00:00,127.85,5.545,17.78,1807,310.25,IDLE,
MCH_B03,2026-05-03 16:00:00,140.61,6.193,17.98,1808,332.89,RUNNING,
MCH_B03,2026-05-03 17:00:00,137.33,13.922,18.18,1809,337.83,RUNNING,
MCH_B03,2026-05-03 18:00:00,145.61,6.48,18.15,1810,343.28,RUNNING,
MCH_B03,2026-05-03 19:00:00,138.56,5.16,17.45,1811,317.3,RUNNING,
MCH_B03,2026-05-03 20:00:00,141.22,6.753,17.75,1812,325.65,IDLE,
MCH_B03,2026-05-03 21:00:00,134.06,11.479,17.78,1813,306.01,RUNNING,
MCH_B03,2026-05-03 22:00:00,135.4,5.111,18.45,1814,315.64,RUNNING,
MCH_B03,2026-05-03 23:00:00,133.0,5.311,18.0,1815,299.43,RUNNING,
MCH_B03,2026-05-04 00:00:00,140.98,5.36,18.17,1816,323.3,RUNNING,
MCH_B03,2026-05-04 01:00:00,137.72,5.701,17.54,1817,300.47,RUNNING,
MCH_B03,2026-05-04 02:00:00,137.27,4.975,18.01,1818,314.74,RUNNING,
MCH_B03,2026-05-04 03:00:00,132.53,5.722,17.43,1819,315.31,RUNNING,
MCH_B03,2026-05-04 04:00:00,130.64,6.954,18.0,1820,318.86,RUNNING,
MCH_B03,2026-05-04 05:00:00,135.97,5.404,17.96,1821,336.35,IDLE,E573
MCH_B03,2026-05-04 06:00:00,140.58,5.594,18.13,1822,326.24,IDLE,
MCH_B03,2026-05-04 07:00:00,135.59,5.383,18.03,1823,333.56,RUNNING,
MCH_B03,2026-05-04 08:00:00,137.28,5.198,17.47,1824,330.44,STARTUP,E510
MCH_B03,2026-05-04 09:00:00,138.23,5.566,18.3,1825,340.17,RUNNING,E565
MCH_B03,2026-05-04 10:00:00,137.57,13.905,18.22,1826,322.81,RUNNING,
MCH_B03,2026-05-04 11:00:00,133.54,5.891,17.5,1827,335.24,IDLE,E566
MCH_B03,2026-05-04 12:00:00,135.36,12.749,18.0,1828,318.96,RUNNING,
MCH_B03,2026-05-04 13:00:00,139.54,12.413,18.11,1829,343.06,RUNNING,
MCH_B03,2026-05-04 14:00:00,136.63,5.588,18.0,1830,303.29,RUNNING,
MCH_B03,2026-05-04 15:00:00,136.07,5.988,18.06,1831,321.24,RUNNING,E597
MCH_B03,2026-05-04 16:00:00,136.01,5.428,18.58,1832,317.68,RUNNING,
MCH_B03,2026-05-04 17:00:00,132.65,6.147,17.97,1833,313.88,RUNNING,
MCH_B03,2026-05-04 18:00:00,137.82,6.782,18.18,1834,334.25,RUNNING,
MCH_B03,2026-05-04 19:00:00,143.09,5.831,17.83,1835,314.82,RUNNING,
MCH_B03,2026-05-04 20:00:00,138.26,5.945,18.22,1836,338.24,RUNNING,
MCH_B03,2026-05-04 21:00:00,138.27,6.327,17.57,1837,321.49,RUNNING,
MCH_B03,2026-05-04 22:00:00,135.43,12.646,17.95,1838,322.71,RUNNING,
MCH_B03,2026-05-04 23:00:00,134.97,5.476,17.76,1839,319.84,RUNNING,E511
MCH_B03,2026-05-05 00:00:00,142.65,5.934,17.81,1840,308.8,STARTUP,
MCH_B03,2026-05-05 01:00:00,143.65,12.548,18.34,1841,323.85,STARTUP,
MCH_B03,2026-05-05 02:00:00,136.63,5.647,17.77,1842,299.0,RUNNING,
MCH_B03,2026-05-05 03:00:00,131.47,6.059,17.8,1843,318.84,RUNNING,
MCH_B03,2026-05-05 04:00:00,143.81,5.246,18.82,1844,305.58,RUNNING,
MCH_B03,2026-05-05 05:00:00,142.05,6.153,18.39,1845,315.25,RUNNING,
MCH_B03,2026-05-05 06:00:00,135.84,7.155,18.9,1846,329.59,RUNNING,
MCH_B03,2026-05-05 07:00:00,145.67,4.982,18.3,1847,333.8,RUNNING,
MCH_B03,2026-05-05 08:00:00,138.49,6.001,17.57,1848,314.39,RUNNING,
MCH_B03,2026-05-05 09:00:00,137.17,5.379,17.92,1849,326.4,RUNNING,
MCH_B03,2026-05-05 10:00:00,138.58,6.116,18.45,1850,335.97,RUNNING,
MCH_B03,2026-05-05 11:00:00,138.6,6.914,17.98,1851,319.89,RUNNING,
MCH_B03,2026-05-05 12:00:00,146.44,5.647,17.98,1852,325.12,STARTUP,
MCH_B03,2026-05-05 13:00:00,142.39,6.028,17.96,1853,312.28,RUNNING,
MCH_B03,2026-05-05 14:00:00,139.93,5.148,18.47,1854,329.85,RUNNING,
MCH_B03,2026-05-05 15:00:00,136.6,5.805,17.7,1855,323.02,RUNNING,
MCH_B03,2026-05-05 16:00:00,140.42,13.695,17.95,1856,310.9,RUNNING,
MCH_B03,2026-05-05 17:00:00,141.18,5.22,18.03,1857,318.81,RUNNING,
MCH_B03,2026-05-05 18:00:00,138.24,13.829,18.19,1858,310.53,RUNNING,
MCH_B03,2026-05-05 19:00:00,140.89,5.407,17.95,1859,321.36,RUNNING,
MCH_B03,2026-05-05 20:00:00,139.02,6.259,18.32,1860,330.53,RUNNING,E523
MCH_B03,2026-05-05 21:00:00,142.31,5.167,18.17,1861,322.67,STARTUP,
MCH_B03,2026-05-05 22:00:00,136.14,13.41,17.73,1862,317.95,IDLE,
MCH_B03,2026-05-05 23:00:00,137.49,6.215,17.83,1863,321.8,RUNNING,
MCH_B03,2026-05-06 00:00:00,138.74,6.749,17.74,1864,314.12,RUNNING,
MCH_B03,2026-05-06 01:00:00,133.41,6.479,17.92,1865,327.68,RUNNING,
MCH_B03,2026-05-06 02:00:00,140.96,5.847,17.86,1866,307.25,RUNNING,
MCH_B03,2026-05-06 03:00:00,138.32,6.293,17.7,1867,336.98,RUNNING,
MCH_B03,2026-05-06 04:00:00,144.81,6.139,18.01,1868,324.97,RUNNING,
MCH_B03,2026-05-06 05:00:00,138.52,13.999,17.6,1869,331.5,RUNNING,
MCH_B03,2026-05-06 06:00:00,139.91,5.662,17.59,1870,320.4,RUNNING,
MCH_B03,2026-05-06 07:00:00,148.02,5.744,17.66,1871,328.12,IDLE,
MCH_B03,2026-05-06 08:00:00,135.65,6.577,17.58,1872,325.95,MAINTENANCE,
MCH_B03,2026-05-06 09:00:00,140.39,11.554,17.16,1873,311.34,RUNNING,
MCH_B03,2026-05-06 10:00:00,146.01,6.078,18.19,1874,335.5,RUNNING,
MCH_B03,2026-05-06 11:00:00,131.24,6.991,18.7,1875,317.33,RUNNING,
MCH_B03,2026-05-06 12:00:00,136.07,13.962,18.29,1876,307.25,RUNNING,
MCH_B03,2026-05-06 13:00:00,144.44,6.48,18.08,1877,314.96,RUNNING,
MCH_B03,2026-05-06 14:00:00,144.18,6.007,17.93,1878,309.75,RUNNING,
MCH_B03,2026-05-06 15:00:00,146.49,6.36,17.95,1879,319.97,RUNNING,
MCH_B03,2026-05-06 16:00:00,144.3,5.216,17.43,1880,319.82,RUNNING,
MCH_B03,2026-05-06 17:00:00,132.99,7.062,17.98,1881,310.3,RUNNING,
MCH_B03,2026-05-06 18:00:00,132.95,5.866,18.16,1882,310.14,RUNNING,
MCH_B03,2026-05-06 19:00:00,143.78,11.224,17.75,1883,323.49,RUNNING,E546
MCH_B03,2026-05-06 20:00:00,135.52,6.501,18.15,1884,341.0,RUNNING,
MCH_B03,2026-05-06 21:00:00,140.85,12.359,18.98,1885,308.65,RUNNING,
MCH_B03,2026-05-06 22:00:00,144.05,6.27,17.93,1886,329.47,RUNNING,
MCH_B03,2026-05-06 23:00:00,144.47,14.079,17.63,1887,337.84,IDLE,
MCH_B03,2026-05-07 00:00:00,138.27,13.2,17.64,1888,318.63,RUNNING,
MCH_B03,2026-05-07 01:00:00,140.77,6.614,17.92,1889,315.19,RUNNING,
MCH_B03,2026-05-07 02:00:00,136.72,5.891,18.05,1890,309.61,RUNNING,
MCH_B03,2026-05-07 03:00:00,132.91,6.725,18.05,1891,310.6,RUNNING,
MCH_B03,2026-05-07 04:00:00,128.84,5.633,18.05,1892,320.96,RUNNING,
MCH_B03,2026-05-07 05:00:00,142.17,12.254,17.67,1893,340.62,RUNNING,E568
MCH_B03,2026-05-07 06:00:00,138.97,5.926,18.05,1894,329.94,RUNNING,
MCH_B03,2026-05-07 07:00:00,136.69,6.044,18.22,1895,308.77,RUNNING,
MCH_B03,2026-05-07 08:00:00,143.81,6.239,18.14,1896,311.02,RUNNING,
MCH_B03,2026-05-07 09:00:00,143.12,6.358,18.67,1897,338.78,RUNNING,
MCH_B03,2026-05-07 10:00:00,141.29,6.507,18.72,1898,315.67,RUNNING,
MCH_B03,2026-05-07 11:00:00,137.71,7.039,18.3,1899,338.86,RUNNING,
MCH_B03,2026-05-07 12:00:00,136.52,6.927,17.99,1900,316.78,RUNNING,
MCH_B03,2026-05-07 13:00:00,136.7,11.842,18.2,1901,294.08,RUNNING,
MCH_B03,2026-05-07 14:00:00,143.85,6.318,18.02,1902,322.01,RUNNING,
MCH_B03,2026-05-07 15:00:00,144.85,6.587,17.83,1903,334.46,RUNNING,
MCH_B03,2026-05-07 16:00:00,142.05,6.187,18.27,1904,314.91,RUNNING,
MCH_B03,2026-05-07 17:00:00,135.21,6.505,18.3,1905,332.55,RUNNING,
MCH_B03,2026-05-07 18:00:00,133.44,6.0,18.18,1906,334.58,STARTUP,
MCH_B03,2026-05-07 19:00:00,147.46,6.094,17.97,1907,311.65,RUNNING,
MCH_B03,2026-05-07 20:00:00,138.53,7.22,17.87,1908,313.34,RUNNING,
MCH_B03,2026-05-07 21:00:00,137.66,5.884,17.91,1909,318.76,RUNNING,
MCH_B03,2026-05-07 22:00:00,138.84,6.747,18.92,1910,312.44,STARTUP,
MCH_B03,2026-05-07 23:00:00,140.45,6.838,18.08,1911,315.5,RUNNING,
MCH_B03,2026-05-08 00:00:00,138.6,6.941,17.39,1912,317.63,RUNNING,
MCH_B03,2026-05-08 01:00:00,139.4,6.351,17.73,1913,323.08,RUNNING,
MCH_B03,2026-05-08 02:00:00,143.22,6.328,18.58,1914,329.57,RUNNING,
MCH_B03,2026-05-08 03:00:00,135.07,6.481,18.15,1915,318.06,RUNNING,
MCH_B03,2026-05-08 04:00:00,143.45,6.193,18.08,1916,308.01,RUNNING,
MCH_B03,2026-05-08 05:00:00,150.53,12.55,17.43,1917,329.25,RUNNING,
MCH_B03,2026-05-08 06:00:00,143.92,12.007,18.68,1918,322.78,RUNNING,
MCH_B03,2026-05-08 07:00:00,148.93,6.638,18.24,1919,310.22,STARTUP,
MCH_B03,2026-05-08 08:00:00,137.39,6.771,17.61,1920,328.38,RUNNING,
MCH_B03,2026-05-08 09:00:00,145.97,7.022,18.22,1921,319.16,RUNNING,
MCH_B03,2026-05-08 10:00:00,143.6,5.953,17.57,1922,307.64,RUNNING,
MCH_B03,2026-05-08 11:00:00,142.91,12.755,18.62,1923,321.19,RUNNING,E558
MCH_B03,2026-05-08 12:00:00,133.51,6.388,16.97,1924,308.95,RUNNING,
MCH_B03,2026-05-08 13:00:00,137.06,6.172,17.94,1925,323.16,RUNNING,
MCH_B03,2026-05-08 14:00:00,135.4,6.049,17.63,1926,316.06,RUNNING,
MCH_B03,2026-05-08 15:00:00,141.46,6.529,18.23,1927,336.38,RUNNING,
MCH_B03,2026-05-08 16:00:00,146.01,7.692,18.41,1928,332.99,RUNNING,
MCH_B03,2026-05-08 17:00:00,145.26,6.791,18.26,1929,331.59,STARTUP,E553
MCH_B03,2026-05-08 18:00:00,139.16,5.889,18.05,1930,314.6,RUNNING,
MCH_B03,2026-05-08 19:00:00,141.87,7.175,18.06,1931,331.1,RUNNING,E527
